"","budget","runtime","comedy","family","adventure","fantasy","drama","action","horror","documentary","scifi","actorMovieCount","directorMovieCount","directorEarnings","domestic","quarter","newyearsday","christmaseve","success_1_to_1"
"326",7e+06,80,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0
"327",3e+07,113,1,1,0,0,0,0,0,0,0,1,3,58925747,0,3,0,0,1
"328",2.6e+07,87,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0
"329",9500000,88,1,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0
"330",19500000,150,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"331",3e+07,89,1,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0
"332",24078133.8007948,119,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"333",8700000,109,0,0,0,0,1,1,0,0,0,0,2,46117017,0,2,0,0,0
"334",24078133.8007948,90,1,0,0,0,0,1,0,0,0,0,2,23346257,0,1,0,0,0
"335",1.2e+07,102,1,0,0,0,1,0,0,0,0,3,3,349006563,1,2,0,0,1
"336",2e+07,112,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
"337",24078133.8007948,76,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"338",6e+06,90,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"339",24078133.8007948,96,1,0,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0
"340",3e+06,100,1,0,0,0,1,0,0,0,0,5,2,72159278,0,3,0,0,1
"341",24078133.8007948,103,1,0,0,0,0,0,0,0,0,0,2,227673217,0,3,0,0,0
"342",24078133.8007948,105,0,0,0,0,1,1,0,0,0,3,0,0,0,3,0,0,0
"343",1601792,96,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"344",24078133.8007948,75,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0
"347",3500000,72,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1
"348",24078133.8007948,91,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0
"349",2e+06,104,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1
"350",2e+07,110,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
"351",24078133.8007948,123,1,0,0,0,1,0,0,0,0,2,8,746766756,0,4,0,0,1
"353",24078133.8007948,90,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"355",2.5e+07,84,0,1,0,1,0,0,0,0,0,0,2,286192576,1,4,0,0,1
"356",24078133.8007948,102,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"357",1.4e+07,106,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
"358",4.8e+07,93,1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,1
"359",2e+07,117,1,1,1,1,0,0,0,0,0,1,0,0,0,4,0,0,0
"360",24078133.8007948,87,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"362",24078133.8007948,86,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
"363",1.4e+07,104,0,1,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0
"364",1.5e+07,89,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1
"365",1.5e+07,92,1,0,0,1,0,0,0,0,0,1,7,1328908017,1,1,0,0,1
"366",24078133.8007948,100,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"367",2.2e+07,92,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
"368",24078133.8007948,97,0,0,0,1,1,0,1,0,0,0,1,81705746,0,2,0,0,0
"369",3e+06,108,0,0,0,0,1,0,0,0,0,0,2,47749278,1,2,0,0,1
"370",2500000,105,0,0,0,0,1,0,0,0,0,2,7,225608765,1,1,0,0,1
"371",24078133.8007948,89,1,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0
"372",8e+06,104,1,0,0,0,1,0,0,0,0,0,1,13624522,1,3,0,0,1
"373",250000,97,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"374",2.3e+07,118,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0
"375",4881000,123,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"376",24078133.8007948,97,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"377",24078133.8007948,80,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
"378",24078133.8007948,103,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"379",3e+06,95,0,0,1,0,0,0,0,0,1,0,2,58068000,1,2,0,0,1
"381",24078133.8007948,98,1,0,0,0,1,0,0,0,0,11,1,48585416,0,2,0,0,0
"382",6900000,115,0,0,0,0,1,0,0,0,0,0,1,4971340,0,3,0,0,0
"383",2e+06,81,1,0,0,0,0,0,0,0,0,0,2,21604356,0,3,0,0,1
"384",1500000,90,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"385",24078133.8007948,95,0,0,0,0,1,1,0,0,0,1,1,39673161,0,3,0,0,0
"386",24078133.8007948,94,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"387",5e+06,91,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"388",2e+07,91,1,1,1,0,0,0,0,0,0,1,2,911183501,1,4,0,0,1
"389",24078133.8007948,93,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"390",1.5e+07,105,1,0,0,0,0,1,0,0,0,11,3,179775068,1,4,0,0,1
"392",1.8e+07,104,1,1,0,1,1,0,0,0,0,8,1,107458785,1,2,0,0,1
"393",1.5e+07,90,1,1,0,0,0,0,0,0,0,0,2,111912152,0,1,0,0,0
"394",34200000,93,1,0,0,0,1,0,0,0,0,6,3,537766036,1,2,0,0,1
"395",3e+07,98,1,0,0,0,0,0,0,0,0,3,4,1132493859,1,2,0,0,1
"396",24078133.8007948,87,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0
"397",24078133.8007948,86,1,1,0,0,0,0,0,0,0,0,1,34793160,0,3,0,0,0
"398",2.5e+07,99,1,0,1,1,0,1,0,0,0,6,4,83655158,1,2,0,0,0
"399",2.4e+07,110,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"400",5e+05,87,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"401",24078133.8007948,84,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"402",1e+07,89,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,1
"403",24078133.8007948,92,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"404",2e+07,106,1,0,0,0,1,0,0,0,0,1,2,288434188,0,1,0,0,1
"405",1.2e+07,120,0,0,0,0,1,0,0,0,0,2,3,73559611,0,4,0,0,0
"406",24078133.8007948,150,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"407",5e+06,139,0,0,0,0,1,0,0,0,0,3,2,178474475,0,3,0,0,0
"408",1e+07,98,0,0,0,0,1,0,0,0,0,0,1,159429,1,3,0,0,0
"410",17500000,93,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0
"411",9e+06,121,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
"412",7e+06,83,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
"413",24078133.8007948,87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"414",4.5e+07,120,0,0,0,0,0,1,1,0,0,3,0,0,1,3,0,0,1
"415",5.4e+07,117,0,0,0,1,0,1,1,0,0,1,2,482282728,0,1,0,0,1
"417",24078133.8007948,100,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"418",24078133.8007948,94,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"419",3.5e+07,112,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"420",24078133.8007948,117,0,0,0,0,1,0,0,0,0,0,4,114438976,0,4,0,0,0
"421",2600000,93,1,0,0,0,0,0,0,0,0,0,1,31672907,1,1,0,0,1
"422",6e+06,116,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1
"423",4e+07,117,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
"424",1.8e+07,95,1,0,0,0,0,0,0,0,0,0,2,7032483,0,1,0,0,1
"425",24078133.8007948,99,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
"426",24078133.8007948,86,0,0,0,0,0,1,0,0,0,2,2,234363304,0,3,0,0,0
"427",3400000,112,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"428",24078133.8007948,103,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"429",24500,67,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1
"430",24078133.8007948,88,0,0,0,0,1,1,0,0,0,0,6,474950849,0,4,0,0,0
"431",1500000,92,0,0,0,0,0,1,0,0,0,8,0,0,1,1,0,0,1
"432",24078133.8007948,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"433",25500000,128,0,0,0,0,1,0,0,0,0,2,0,0,1,3,0,0,0
"434",5e+07,110,0,0,0,0,1,0,0,0,0,2,10,1443092059,1,3,0,0,0
"435",24078133.8007948,91,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
"436",24078133.8007948,121,0,0,0,0,1,1,0,0,0,7,5,298995173,0,3,0,0,1
"437",1e+06,92,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"438",24078133.8007948,114,0,0,0,0,1,0,0,0,0,1,3,9636501,0,1,0,0,0
"439",2.5e+07,104,0,0,1,0,0,0,0,0,0,1,1,432274,1,3,0,0,1
"440",2e+06,83,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
"441",1.8e+07,98,1,0,0,0,1,0,0,0,0,1,3,122183692,1,3,0,0,1
"442",24078133.8007948,90,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"443",2.8e+07,123,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"445",6e+06,120,0,0,0,0,1,0,0,0,0,0,1,4160851,0,3,0,0,1
"446",1823152,137,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
"447",2e+07,94,1,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0
"448",2500000,95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"449",130,130,1,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0
"450",24078133.8007948,113,0,0,0,0,1,0,0,0,0,1,2,100767436,0,3,0,0,0
"451",24078133.8007948,106,0,0,0,0,1,0,0,0,0,1,1,35402320,0,4,0,0,0
"452",1.3e+07,87,0,0,0,0,0,0,1,0,1,0,1,1227324,0,2,0,0,0
"453",2500000,111,0,0,0,0,1,0,0,0,0,5,2,33972979,0,3,0,0,1
"454",24078133.8007948,75,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"455",1.5e+07,155,0,0,0,0,1,0,0,0,0,2,2,76709863,1,3,0,0,1
"456",24078133.8007948,79,1,0,0,0,0,0,0,0,0,0,1,100,0,1,0,0,0
"457",1.2e+07,120,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0
"458",3347850,108,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"459",350000,85,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1
"460",1.4e+07,145,0,0,0,0,1,0,0,0,0,4,5,249632582,1,4,0,0,1
"462",7e+06,91,1,0,0,0,1,0,0,0,0,2,1,17096053,1,1,0,0,0
"463",5e+06,110,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
"464",24078133.8007948,88,0,0,0,0,1,0,0,0,0,0,1,454516,0,2,0,0,0
"465",4500000,108,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
"466",4e+06,120,0,0,0,0,0,0,0,1,0,1,2,136551026,1,4,0,0,1
"467",24078133.8007948,107,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"468",5e+05,88,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"470",1.6e+07,94,1,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1
"471",2e+06,118,0,0,0,0,1,0,0,0,0,3,0,0,1,3,0,0,1
"472",24078133.8007948,74,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"473",2.1e+07,115,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"474",24078133.8007948,101,0,0,0,0,0,1,0,0,0,1,1,6698361,0,1,0,0,0
"475",3e+06,104,1,0,0,0,0,0,1,0,0,0,3,1921831148,0,3,0,0,0
"476",7,82,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
"477",3.6e+07,95,0,0,0,0,1,1,0,0,0,3,2,562666415,1,2,0,0,1
"478",2500000,110,1,0,0,0,1,0,0,0,0,2,9,216294326,0,4,0,0,1
"479",24078133.8007948,159,0,0,0,0,1,0,0,0,0,1,4,43058148,0,2,0,0,0
"480",24078133.8007948,90,1,0,0,0,1,0,0,0,0,6,0,0,0,4,0,0,0
"481",1e+06,96,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1
"482",24078133.8007948,98,0,0,0,0,1,0,0,0,0,0,1,2084628,0,1,0,0,0
"483",24078133.8007948,100,0,0,0,0,1,1,0,0,0,5,0,0,1,2,0,0,0
"484",2e+07,97,1,0,0,0,0,0,0,0,0,0,7,282221070,0,2,0,0,1
"485",2.8e+07,90,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1
"486",6400000,130,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"487",2.5e+07,89,1,0,0,0,0,0,1,0,0,0,1,114908830,1,4,0,0,1
"488",3e+07,89,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
"489",1e+06,119,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"490",2.8e+07,98,1,0,0,0,0,0,0,0,0,1,1,20298207,1,3,0,0,1
"491",24078133.8007948,105,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"492",24078133.8007948,102,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0
"493",8e+06,109,1,0,0,0,0,0,0,0,0,1,2,39395809,1,4,0,0,1
"494",24078133.8007948,89,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"495",7e+06,86,1,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,1
"496",7e+06,108,1,0,0,0,0,0,0,0,0,9,5,133569976,0,2,0,0,1
"497",5e+06,94,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"498",2.5e+07,84,1,0,1,0,0,1,0,0,0,0,1,5923000,0,3,0,0,0
"499",3e+07,108,1,0,0,0,1,0,0,0,0,1,1,3885342,1,2,0,0,0
"500",24078133.8007948,101,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"501",225000,86,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0
"502",6e+06,110,0,0,0,0,1,0,0,0,0,4,2,57712172,1,3,0,0,1
"503",1200000,85,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
"504",11178,104,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
"505",24078133.8007948,143,0,0,0,0,1,0,0,0,0,0,2,4341494,0,4,0,0,0
"506",1.3e+07,119,0,0,1,0,1,1,0,0,0,0,2,72516767,0,3,0,0,1
"507",24078133.8007948,133,0,0,1,1,0,1,0,0,0,0,1,228984,0,3,0,0,1
"508",3.8e+07,116,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"509",7500000,91,1,0,0,0,0,1,0,0,0,7,1,21890845,0,1,0,0,1
"510",24078133.8007948,98,0,0,0,0,1,1,0,0,0,1,0,0,0,4,0,0,0
"511",24078133.8007948,80,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"512",1500000,93,0,0,0,0,0,0,1,0,0,0,1,6833445,1,3,0,0,1
"513",24078133.8007948,103,1,0,0,0,0,1,0,0,0,1,1,74189677,0,1,0,0,0
"514",3e+07,96,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
"515",1.3e+07,90,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"516",17500000,156,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"517",24078133.8007948,87,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"518",7e+06,87,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0
"519",8500000,95,1,1,1,0,1,0,0,0,0,0,2,1030505,0,4,0,0,0
"520",3512454,95,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"521",24078133.8007948,114,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"522",24078133.8007948,94,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"523",1.1e+07,91,1,0,0,0,0,1,0,0,0,0,4,172835573,0,2,0,0,0
"524",24078133.8007948,108,1,0,0,0,0,1,0,0,0,0,1,2015882,0,2,0,0,1
"525",1e+07,100,1,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1
"526",2e+07,120,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0
"528",11180,120,0,0,0,0,1,0,0,0,0,0,1,306,1,3,0,0,1
"529",24078133.8007948,107,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"530",1300000,92,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0
"531",24078133.8007948,103,0,0,0,0,1,0,0,0,0,0,1,67872296,0,4,0,0,0
"532",1e+06,83,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1
"533",11800000,118,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1
"534",1800000,98,0,0,0,0,0,0,1,0,0,1,7,607463583,1,4,0,0,1
"537",878000,102,0,0,0,0,1,0,0,0,0,2,1,5638000,1,4,0,0,1
"539",12500000,108,1,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0
"540",5e+07,100,1,1,0,1,0,0,0,0,0,1,1,10011050,1,2,0,0,1
"541",24078133.8007948,88,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"542",22500000,113,0,0,0,0,1,0,0,0,0,4,4,491008563,0,3,0,0,0
"543",30000,87,0,0,0,0,0,0,0,1,0,0,3,228611248,0,3,0,0,1
"544",3e+06,108,0,0,0,0,1,0,0,0,0,2,2,32912655,1,1,0,0,1
"545",3.2e+07,75,1,1,0,0,0,0,0,0,0,0,1,169327687,1,1,0,0,0
"546",24078133.8007948,87,1,0,0,0,0,0,0,0,0,0,1,100654149,1,1,0,0,0
"547",24078133.8007948,98,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0
"548",5e+07,107,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1
"550",24078133.8007948,107,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"551",24078133.8007948,107.440816326531,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"552",8e+06,96,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"553",5.5e+07,141,0,0,0,0,1,0,0,0,0,0,6,887812910,1,1,0,0,1
"554",24078133.8007948,87,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"555",4e+06,113,1,0,0,0,0,0,0,0,0,0,1,18600000,0,4,0,0,1
"558",24078133.8007948,121,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0,0,0
"559",24078133.8007948,102,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"560",24078133.8007948,99,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"561",24078133.8007948,99,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1
"562",1.1e+07,114,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"563",24078133.8007948,106,1,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0
"564",5e+07,137,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"565",24078133.8007948,119,0,0,0,0,1,0,0,0,0,0,1,15,0,3,0,0,1
"566",8e+05,93,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
"567",9e+05,92,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"568",9e+06,87,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1
"569",1.3e+07,84,0,0,0,0,1,0,1,0,0,0,1,12974636,1,4,0,0,1
"571",24078133.8007948,90,0,0,0,0,1,0,0,0,0,0,3,3675661,0,3,0,0,0
"572",6e+06,130,0,0,0,0,1,0,0,0,0,8,4,197975230,1,2,0,0,1
"573",2.5e+07,100,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
"574",3300000,130,0,0,0,0,1,0,0,0,0,0,1,1663931,1,1,0,0,1
"575",2900000,74,0,1,0,1,0,0,0,0,0,0,2,138404651,1,1,0,0,1
"576",3e+06,91,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"577",24078133.8007948,91,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"578",24078133.8007948,107.440816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
"579",24078133.8007948,114,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
"580",839727,119,0,0,0,0,1,0,0,0,0,0,1,2247465,0,2,0,0,1
"581",3e+06,104,1,0,0,0,1,0,0,0,0,1,2,123489468,0,4,0,0,0
"582",4e+07,108,0,0,0,0,1,0,0,0,0,2,0,0,1,3,0,0,0
"583",2.5e+07,93,1,0,0,0,0,1,0,0,0,9,3,67411058,0,4,0,0,1
"584",1500000,87,1,0,0,0,1,0,0,0,0,1,2,1.3e+07,0,1,0,0,0
"585",2.7e+07,132,0,0,0,0,1,0,0,0,0,3,1,10382407,0,2,0,0,0
"586",2.7e+07,112,1,0,1,0,1,1,0,0,0,1,2,23693513,0,2,0,0,1
"587",130000,105,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
"588",1.5e+07,118,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
"589",5200000,99,0,0,0,0,0,0,0,0,1,0,1,2275557,0,2,0,0,0
"590",24078133.8007948,124,0,0,0,0,1,0,0,0,0,3,1,44332015,0,3,0,0,0
"592",2.5e+07,128,0,0,0,0,1,0,0,0,0,1,4,15897198,0,3,0,0,0
"593",27563396,148,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"594",6600000,124,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"596",24078133.8007948,128,0,0,0,0,1,0,0,0,0,4,3,113431393,0,4,0,0,0
"597",24078133.8007948,87,0,0,0,0,0,1,0,0,0,10,2,17859154,1,1,0,0,1
"598",24078133.8007948,118,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0
"599",17500000,116,1,0,0,0,1,0,0,0,1,0,2,43955208,0,3,0,0,1
"600",2e+07,84,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"601",24078133.8007948,101,0,0,0,0,1,1,0,0,0,2,3,544308530,0,2,0,0,0
"602",24078133.8007948,95,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"603",24078133.8007948,90,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"604",24078133.8007948,118,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
"605",24078133.8007948,109,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"606",24078133.8007948,117,0,0,0,0,1,0,0,0,0,0,1,312010,0,4,0,0,0
"607",7e+06,94,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
"608",21500000,98,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0
"609",1.4e+07,120,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
"610",6e+06,120,0,0,0,0,1,1,0,0,0,4,1,1596687,0,2,0,0,1
"611",850000,109,1,0,0,0,1,0,0,0,0,3,1,11300653,0,4,0,0,0
"612",24078133.8007948,82,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
"613",3.9e+07,116,1,0,0,0,0,0,0,0,0,9,1,14051384,0,2,0,0,1
"614",1e+07,90,0,0,1,0,0,1,0,0,0,8,2,4735452,1,4,0,0,1
"615",24078133.8007948,89,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"616",1500000,156,0,0,0,0,1,1,0,0,0,2,1,2760000,0,2,0,0,1
"617",24078133.8007948,98,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0
"618",24078133.8007948,90,0,0,0,0,1,0,0,0,0,0,1,121461,1,3,0,0,0
"620",24078133.8007948,89,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"621",1.8e+07,103,0,0,1,1,0,1,0,0,0,9,0,0,1,2,0,0,1
"622",3e+07,113,1,0,0,0,1,0,0,0,0,2,1,41299492,1,4,1,0,1
"625",24078133.8007948,103,1,0,0,0,0,0,0,0,0,1,2,17618199,0,3,0,0,0
"626",24078133.8007948,84,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"627",450000,84,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
"628",1.2e+07,110,1,0,0,0,1,1,0,0,0,1,1,6486797,0,2,0,0,1
"629",24078133.8007948,88,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0
"630",24078133.8007948,86,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
"631",1.5e+07,104,0,0,0,0,1,1,0,0,0,2,1,70016220,1,3,0,0,1
"632",4e+07,77,0,0,0,1,0,0,0,0,0,3,1,296485719,1,3,0,0,1
"633",24078133.8007948,105,1,0,1,0,0,1,0,0,0,1,1,14110013,0,2,0,0,0
"634",1e+06,129,0,0,0,0,1,0,0,0,0,0,1,67790117,1,3,0,0,1
"635",1.3e+07,109,1,0,0,0,0,0,0,0,0,0,7,832065539,0,1,0,0,1
"636",2e+06,89,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"637",4.5e+07,100,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
"638",1.3e+07,99,0,0,0,0,1,0,0,0,0,0,2,52274953,1,2,0,0,1
"639",24078133.8007948,136,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"640",24078133.8007948,100,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"641",1.9e+07,104,1,0,0,0,1,0,0,0,0,3,9,363839747,0,4,0,0,0
"642",24078133.8007948,105,0,1,0,0,1,0,0,0,0,2,6,207830784,0,4,0,0,0
"643",5.5e+07,119,0,0,0,1,1,0,1,0,0,0,0,0,1,4,0,0,1
"644",5.3e+07,116,0,0,0,0,1,1,0,0,0,6,1,143049560,1,2,0,0,1
"645",4500000,86,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0
"646",5e+06,97,1,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,1
"647",21150000,92,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1
"648",1.3e+07,95,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"649",24078133.8007948,85,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0
"650",24078133.8007948,97,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"651",24078133.8007948,99,0,0,0,0,1,0,0,0,0,0,6,276482118,1,1,0,0,0
